,start_station_and_time,end_station_and_time,inspector_id
0,source_1,RDRM@Mon12:07:00,1
1,RDRM@Mon12:07:00,RBB@Mon12:15:00,1
2,RBB@Mon12:15:00,RBB@Mon12:32:00,1
3,RBB@Mon12:32:00,RBB@Mon12:34:00,1
4,RBB@Mon12:34:00,RDRM@Mon12:43:00,1
5,RDRM@Mon12:43:00,RK@Mon12:49:00,1
6,RK@Mon12:49:00,RK@Mon12:51:00,1
7,RK@Mon12:51:00,RGN@Mon13:00:00,1
8,RGN@Mon13:00:00,RSAB@Mon13:02:00,1
9,RSAB@Mon13:02:00,RP@Mon13:10:00,1
10,RP@Mon13:10:00,RM@Mon13:14:00,1
11,RM@Mon13:14:00,RM@Mon13:16:00,1
12,RM@Mon13:16:00,FLP@Mon13:24:00,1
13,FLP@Mon13:24:00,FGE@Mon13:34:00,1
14,FGE@Mon13:34:00,FMST@Mon13:51:00,1
15,FMST@Mon13:51:00,FMST@Mon13:52:00,1
16,FMST@Mon13:52:00,FGE@Mon14:08:00,1
17,FGE@Mon14:08:00,FLP@Mon14:19:00,1
18,FLP@Mon14:19:00,RM@Mon14:27:00,1
19,RM@Mon14:27:00,RM@Mon14:30:00,1
20,RM@Mon14:30:00,RM@Mon14:32:00,1
21,RM@Mon14:32:00,FLP@Mon14:40:00,1
22,FLP@Mon14:40:00,FGE@Mon14:50:00,1
23,FGE@Mon14:50:00,FMST@Mon15:06:00,1
24,FMST@Mon15:06:00,FF@Mon15:08:00,1
25,FF@Mon15:08:00,FF@Mon15:13:00,1
26,FF@Mon15:13:00,FMST@Mon15:15:00,1
27,FMST@Mon15:15:00,FFS@Mon15:17:00,1
28,FFS@Mon15:17:00,FO@Mon15:20:00,1
29,FO@Mon15:20:00,FHN@Mon15:27:00,1
30,FHN@Mon15:27:00,FHN@Mon15:29:00,1
31,FHN@Mon15:29:00,FWFG@Mon15:31:00,1
32,FWFG@Mon15:31:00,FHME@Mon15:38:00,1
33,FHME@Mon15:38:00,FSA@Mon15:50:00,1
34,FSA@Mon15:50:00,FFD@Mon15:59:00,1
35,FFD@Mon15:59:00,FFU@Mon16:09:00,1
36,FFU@Mon16:09:00,FFU@Mon16:11:00,1
37,FFU@Mon16:11:00,FKHM@Mon16:25:00,1
38,FKHM@Mon16:25:00,FKW@Mon16:41:00,1
