id;name;slug;uic;uic8_sncf;latitude;longitude;parent_station_id;country;time_zone;is_city;is_main_station;is_airport;is_suggestable;country_hint;main_station_hint;sncf_id;sncf_tvs_id;sncf_is_enabled;idtgv_id;idtgv_is_enabled;db_id;db_is_enabled;busbud_id;busbud_is_enabled;distribusion_id;distribusion_is_enabled;flixbus_id;flixbus_is_enabled;cff_id;cff_is_enabled;leoexpress_id;leoexpress_is_enabled;obb_id;obb_is_enabled;ouigo_id;ouigo_is_enabled;trenitalia_id;trenitalia_is_enabled;trenitalia_rtvt_id;ntv_rtiv_id;ntv_id;ntv_is_enabled;hkx_id;hkx_is_enabled;renfe_id;renfe_is_enabled;atoc_id;atoc_is_enabled;benerail_id;benerail_is_enabled;westbahn_id;westbahn_is_enabled;sncf_self_service_machine;same_as;info:de;info:en;info:es;info:fr;info:it;info:nb;info:nl;info:cs;info:da;info:hu;info:ja;info:ko;info:pl;info:pt;info:ru;info:sv;info:tr;info:zh;normalised_code
4069;Voreppe;voreppe;8774733;87747337;45.290417;5.632119;;FR;Europe/Paris;f;f;f;t;f;f;FRHVQ;VPE;t;;f;8702451;f;;f;;f;;f;;f;;f;8702451;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Вореп;;;沃雷普;urn:trainline:public:nloc:csv4069
4070;St-Egrève—St-Robert;st-egreve-st-robert;8774735;87747352;45.2357234;5.6712687;;FR;Europe/Paris;f;f;f;t;f;f;FRHVR;SEG;t;;f;8702508;f;u0h12g;t;FRSEE;t;;f;;f;;f;8702508;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4070
4072;Brignoud;brignoud;8774745;87747451;45.262450;5.901472;;FR;Europe/Paris;f;f;f;t;f;f;FRHVV;BNU;t;;f;8702924;f;;f;;f;;f;;f;;f;8702924;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4072
4073;Goncelin;goncelin;8774747;87747477;45.341941;5.974136;;FR;Europe/Paris;f;f;f;t;f;f;FRHVX;GOC;t;;f;8703414;f;;f;;f;;f;;f;;f;8703414;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Гонселен;;;贡瑟兰;urn:trainline:public:nloc:csv4073
4075;Pontcharra-sur-Breda—Allevard;pontcharra-sur-breda-allevard;8774749;87747493;45.434151;6.007917;;FR;Europe/Paris;f;f;f;t;f;f;FRHVZ;PCA;t;;f;8700459;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;8700153;f;;f;FRHVZ;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4075
4076;Pont-de-Claix;pont-de-claix;8774751;87747519;45.1251549;5.6998669;;FR;Europe/Paris;f;f;f;t;f;f;FRHWA;PDC;t;;f;8704259;f;;f;;f;;f;;f;;f;8704259;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4076
4077;Jarrie—Vizille;jarrie-vizille;8774753;87747535;45.0854543;5.7424487;;FR;Europe/Paris;f;f;f;t;f;f;FRHWB;JAV;t;;f;8703495;f;;f;;f;;f;;f;;f;8703495;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4077
4078;St-Georges-de-Commiers;st-georges-de-commiers;8774756;87747568;45.0437667;5.7017874;;FR;Europe/Paris;f;f;f;t;f;f;FRHWC;SGC;t;;f;8704569;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4078
4080;Monestier-de-Clermont;monestier-de-clermont;8774759;87747592;44.911996;5.6339702;;FR;Europe/Paris;f;f;f;t;f;f;FRHWE;MDC;t;;f;8704008;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;8700328;f;;f;FRHWE;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4080
4082;Clelles—Mens;clelles-mens;8774762;87747626;44.8272443;5.6050622;;FR;Europe/Paris;f;f;f;t;f;f;FRHWG;CMS;t;;f;8703118;f;;f;;f;;f;;f;;f;8703118;f;;f;;f;;;;f;;f;8700329;f;;f;FRHWG;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4082
4085;Lus-la-Croix-Haute;lus-la-croix-haute;8774766;87747667;44.6709898;5.6973678;;FR;Europe/Paris;f;f;f;t;f;f;FRHWK;LCX;t;;f;8703862;f;;f;;f;;f;;f;;f;8703862;f;;f;;f;;;;f;;f;8700376;f;;f;FRHWK;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4085
4088;Moirans—La-Galifette;moirans-la-galifette;8774769;87747691;45.324154;5.565170;4774;FR;Europe/Paris;f;f;f;t;f;f;FRHWN;MFE;t;;f;8704001;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4088
4089;Genève Voyageurs;geneve-voyageurs;8774890;87748905;46.209768;6.140756;5335;CH;Europe/Zurich;f;f;f;f;f;f;FRHWO;;t;;f;8587057;t;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;Genf;Geneva;Ginebra;;Ginevra;;;Ženeva;;Genf;ジュネーヴ;제네바;Genewa;Genebra;Женева;;Cenevre;日内瓦;urn:trainline:public:nloc:csv4089
4090;Genève;geneve;8774893;87748939;;;5335;CH;Europe/Zurich;f;f;f;f;f;f;FRHWQ;;t;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;Genf;Geneva;Ginebra;;Ginevra;;;Ženeva;;Genf;ジュネーヴ;제네바;Genewa;Genebra;Женева;;Cenevre;日内瓦;urn:trainline:public:nloc:csv4090
4091;Lausanne;lausanne;8774896;;;;6354;CH;Europe/Zurich;f;f;f;f;f;f;FRHWR;;t;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;6247;;;Lausana;;Losanna;;;;;;ローザンヌ;;Lozanna;Lausana;Лозанна;;Lozan;洛桑;urn:trainline:public:nloc:csv6247
4092;Grésin;gresin;8774946;87749465;46.09159;5.86146;;FR;Europe/Paris;f;f;f;t;f;f;FRHWS;;t;;f;8703435;f;;f;;f;;f;;f;;f;8703435;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4092
4093;Logras;logras;8774947;87749473;46.180598;5.918237;;FR;Europe/Paris;f;f;f;t;f;f;FRHWT;;t;;f;8703819;f;;f;;f;;f;;f;;f;8703819;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4093
4094;Sauverny;sauverny;8774949;87749499;46.3166670000;6.1166670000;;FR;Europe/Paris;f;f;f;t;f;f;FRHWU;;t;;f;8704461;f;;f;;f;;f;;f;;f;8704461;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4094
4095;Villemotier;villemotier;8774952;;46.34585743182882;5.320644378662109;;FR;Europe/Paris;f;f;f;t;f;f;FRHWV;;t;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4095
4100;Sisteron;sisteron;8775120;87751206;44.1902025;5.9465888;;FR;Europe/Paris;f;f;f;t;f;f;FRHXE;SIO;t;;f;8704503;f;spu5rj;t;;f;;f;;f;;f;8704503;f;;f;;f;;;;f;;f;8700333;f;;f;FRHXE;f;;f;f;;;;;;;;;;;;シストロン;;;;Систерон;;;西斯特龙;urn:trainline:public:nloc:csv4100
4102;Les Mées;les-mees;8775124;87751248;44.0333330000;5.9833330000;;FR;Europe/Paris;f;f;f;t;f;f;FRHXH;;t;;f;8704212;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4102
4104;La Brillanne—Oraison;la-brillanne-oraison;8775127;87751271;43.9247771;5.8923199;;FR;Europe/Paris;f;f;f;t;f;f;FRHXJ;LBO;t;;f;8703546;f;;f;;f;;f;;f;;f;8703546;f;;f;;f;;;;f;;f;8700339;f;;f;FRHXJ;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4104
4105;Volx;volx;8775131;87751313;43.871404;5.852678;;FR;Europe/Paris;f;f;f;t;f;f;FRHXL;;t;;f;8704901;f;;f;;f;;f;;f;;f;8704901;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Волькс;;;沃尔;urn:trainline:public:nloc:csv4105
4106;Manosque—Gréoux-les-Bains;manosque-greoux-les-bains;8775132;87751321;43.8231945;5.7933241;;FR;Europe/Paris;f;f;f;t;f;f;FRHXM;MNQ;t;;f;8703899;f;;f;;f;;f;;f;;f;8703899;f;;f;;f;;;;f;;f;8700338;f;;f;FRHXM;f;;f;t;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4106
4107;Pertuis;pertuis;8775136;87751362;43.6845547;5.5037023;;FR;Europe/Paris;f;f;f;t;f;f;FRHXN;PER;t;;f;8704205;f;;f;;f;;f;;f;;f;8704205;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4107
4108;Meyrargues;meyrargues;8775137;87751370;43.6440076;5.5395738;;FR;Europe/Paris;f;f;f;t;f;f;FRHXO;MEY;t;;f;8703987;f;;f;;f;;f;;f;;f;8703987;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Мерарг;;;梅拉尔盖;urn:trainline:public:nloc:csv4108
4109;Gardanne;gardanne;8775142;87751420;43.455992;5.463332;;FR;Europe/Paris;f;f;f;t;f;f;FRHXP;GDN;t;;f;8700345;f;;f;;f;;f;;f;;f;8700345;f;;f;;f;;;;f;;f;8700336;f;;f;FRHXP;f;;f;f;;;;;;;;;;;;ガルダンヌ;가르단;;;Гардан;;;加爾達納;urn:trainline:public:nloc:csv4109
4110;Simiane;simiane;8775143;87751438;43.434747;5.426148;;FR;Europe/Paris;f;f;f;t;f;f;FRHXQ;SIE;t;;f;8704500;f;;f;;f;;f;;f;;f;8704500;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4110
4111;Malijai;malijai;8775145;87751453;44.0500000000;6.0333330000;;FR;Europe/Paris;f;f;f;t;f;f;FRHXR;;t;;f;8703893;f;;f;;f;;f;;f;;f;8703893;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Малиже;;;马利热;urn:trainline:public:nloc:csv4111
4112;Mallemoisson;mallemoisson;8775146;87751461;44.0500000000;6.1333330000;;FR;Europe/Paris;f;f;f;t;f;f;FRHXS;;t;;f;8703894;f;;f;;f;;f;;f;;f;8703894;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Мальмуассон;;;马莱穆瓦松;urn:trainline:public:nloc:csv4112
4115;L’Ariane—La Trinité;lariane-la-trinite;8775152;87751529;43.7343716;7.3025298;;FR;Europe/Paris;f;f;f;t;f;f;FRHXV;ATJ;t;;f;8703528;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4115
4116;Séon—St-Henry;seon-st-henry;8775163;87751636;43.3624191;5.3399592;4790;FR;Europe/Paris;f;f;f;t;f;f;FRHXW;ZSH;t;;f;8702037;f;;f;;f;;f;;f;;f;8702037;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;Marseille;Marseille;Marsella;Marseille;Marsiglia;;Marseille;Marseille;Marseille;Marseille;マルセイユ;마르세유;Marsylia;Marselha;Марсель;Marseille;Marsilya;马赛;urn:trainline:public:nloc:csv4116
4117;St-Louis-les-Aygalades;st-louis-les-aygalades;8775164;87751644;43.3461208;5.3651173;4790;FR;Europe/Paris;f;f;f;t;f;f;FRHXX;SLA;t;;f;8701986;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;Marseille;Marseille;Marsella;Marseille;Marsiglia;;Marseille;Marseille;Marseille;Marseille;マルセイユ;마르세유;Marsylia;Marselha;Марсель;Marseille;Marsilya;马赛;urn:trainline:public:nloc:csv4117
4120;St-Marcel;st-marcel;8775170;87751701;43.28818;5.4671155;;FR;Europe/Paris;f;f;f;t;f;f;FRHYA;SMA;t;;f;8704608;f;;f;;f;;f;;f;;f;8704608;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4120
4121;La Pomme;la-pomme;8775171;87751719;43.2905165;5.4413152;;FR;Europe/Paris;f;f;f;t;f;f;FRHYB;PPO;t;;f;8703595;f;;f;;f;;f;;f;;f;8703595;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4121
4122;La Penne-sur-Huveaune;la-penne-sur-huveaune;8775174;87751743;43.2846765;5.5155698;;FR;Europe/Paris;f;f;f;t;f;f;FRHYC;PHE;t;;f;8703592;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Ла-Пен-сюр-Ювон;;;于沃恩河畔拉庞;urn:trainline:public:nloc:csv4122
4123;Aubagne;aubagne;8775175;87751750;43.296045;5.566580;;FR;Europe/Paris;f;f;f;t;f;f;FRHYD;;t;;f;8700491;f;speyq9;t;;f;3968;t;;f;;f;8700491;f;;f;;f;;;;f;;f;8700477;f;;f;FRHYD;f;;f;t;;;;;;;;;;;;オーバーニュ;오바뉴;;;Обань;;;欧巴涅;urn:trainline:public:nloc:csv4123
4124;Cassis;cassis;8775177;87751776;43.234060;5.553055;;FR;Europe/Paris;f;f;f;t;f;f;FRHYE;CSI;t;;f;8702304;f;;f;;f;;f;;f;;f;8702304;f;;f;;f;;;;f;;f;8700478;f;;f;FRHYE;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4124
4125;Septèmes;septemes;8775180;87751800;43.4031137;5.3701756;;FR;Europe/Paris;f;f;f;t;f;f;FRHYF;SEP;t;;f;8704480;f;;f;;f;;f;;f;;f;8704480;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4125
4127;Ste-Marthe-en-Provence;ste-marthe-en-provence;8775184;87751842;43.3392414;5.390412;;FR;Europe/Paris;f;f;f;t;f;f;FRHYH;SAH;t;;f;8704676;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4127
4128;St-Chamas;st-chamas;8775320;87753202;43.5511577;5.0402963;;FR;Europe/Paris;f;f;f;t;f;f;FRHYK;SHY;t;;f;8701936;f;;f;;f;;f;;f;;f;8701936;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4128
4129;Berre;berre;8775322;87753228;43.5008861;5.1789508;;FR;Europe/Paris;f;f;f;t;f;f;FRHYL;BRR;t;;f;8700769;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4129
4130;Rognac;rognac;8775325;87753251;43.486600;5.230666;;FR;Europe/Paris;f;f;f;t;f;f;FRHYM;RGC;t;;f;8701883;f;;f;;f;;f;;f;;f;8701883;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Роньяк;;;罗尼亚克;urn:trainline:public:nloc:csv4130
4131;Pas-des-Lanciers;pas-des-lanciers;8775328;87753285;43.409655;5.253822;;FR;Europe/Paris;f;f;f;t;f;f;FRHYO;PDL;t;;f;8701791;f;;f;;f;;f;;f;;f;8701791;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4131
4132;Istres;istres;8775341;87753418;43.5153953;4.9804272;;FR;Europe/Paris;f;f;f;t;f;f;FRHYP;ISR;t;;f;8700554;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;8700161;f;;f;FRHYP;f;;f;f;;;;;;;;;;;;イストル;이스트르;;;Истр;;;伊斯特爾;urn:trainline:public:nloc:csv4132
4133;Rassuen;rassuen;8775342;87753426;43.4966716;4.9731266;;FR;Europe/Paris;f;f;f;t;f;f;FRHYQ;RAU;t;;f;8701899;f;;f;;f;;f;;f;;f;8701899;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4133
4134;Fos-sur-Mer;fos-sur-mer;8775344;87753442;43.428029;4.974579;;FR;Europe/Paris;f;f;f;t;f;f;FRHYR;FOS;t;;f;8701150;f;;f;;f;;f;;f;;f;8701150;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;フォス＝シュル＝メール;포쉬르메르;;;Фос-сюр-Мер;;;濱海福斯;urn:trainline:public:nloc:csv4134
4135;Croix-Sainte;croix-sainte;8775349;87753491;43.4088317;5.0196445;;FR;Europe/Paris;f;f;f;t;f;f;FRHYS;XST;t;;f;8700988;f;;f;;f;;f;;f;;f;8700988;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4135
4136;Martigues;martigues;8775350;87753509;43.3929209;5.0257804;;FR;Europe/Paris;f;f;f;t;f;f;FRHYT;MTG;t;;f;8701583;f;;f;;f;;f;;f;;f;8701583;f;;f;;f;;;;f;;f;8700181;f;;f;FRHYT;f;;f;f;;;;;;;;;;;;マルティーグ;마르티그;;;Мартиг;;;马尔蒂盖;urn:trainline:public:nloc:csv4136
4138;La Couronne—Carro;la-couronne-carro;8775354;87753541;43.3398078;5.0517077;;FR;Europe/Paris;f;f;f;t;f;f;FRHYV;CRQ;t;;f;8700845;f;;f;;f;;f;;f;;f;8700845;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4138
4139;Sausset-les-Pins;sausset-les-pins;8775355;87753558;43.332864;5.110001;;FR;Europe/Paris;f;f;f;t;f;f;FRHYW;SPJ;t;;f;8702065;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Соссе-ле-Пен;;;索塞莱潘;urn:trainline:public:nloc:csv4139
4140;Carry-le-Rouet;carry-le-rouet;8775356;87753566;43.336592;5.153594;;FR;Europe/Paris;f;f;f;t;f;f;FRHYX;CRR;t;;f;8700953;f;;f;;f;;f;;f;;f;8700953;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Карри-ле-Руэ;;;卡里勒鲁埃;urn:trainline:public:nloc:csv4140
4141;La Redonne—Ensuès;la-redonne-ensues;8775357;87753574;43.33447;5.1975675;;FR;Europe/Paris;f;f;f;t;f;f;FRHYY;RDS;t;;f;8701858;f;;f;;f;;f;;f;;f;8701858;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4141
4142;Niolon;niolon;8775358;87753582;43.340223;5.2569415;;FR;Europe/Paris;f;f;f;t;f;f;FRHYZ;NLO;t;;f;8701668;f;;f;;f;;f;;f;;f;8701668;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4142
4143;Arles;arles;8775365;87753657;43.684853;4.632030;;FR;Europe/Paris;f;f;f;t;f;f;FRHZA;ARS;t;;f;8700139;f;spg292;t;FRZAF;t;3948;t;;f;;f;8700139;f;;f;;f;;;;f;;f;8700274;f;;f;FRHZA;f;;f;t;;;;;;;;;;;;アルル;아를;;;Арль;;;阿爾勒;urn:trainline:public:nloc:csv4143
4144;Orgon;orgon;8775370;87753707;43.7859131;5.0456738;;FR;Europe/Paris;f;f;f;t;f;f;FRHZC;ORG;t;;f;8701718;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Оргон;;;奥尔贡;urn:trainline:public:nloc:csv4144
4145;Sénas;senas;8775371;87753715;43.7409571;5.0733645;;FR;Europe/Paris;f;f;f;t;f;f;FRHZD;SUT;t;;f;8702009;f;;f;;f;;f;;f;;f;8702009;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Сенас;;;塞纳;urn:trainline:public:nloc:csv4145
4146;Lamanon;lamanon;8775373;87753731;43.6999662;5.0913333;;FR;Europe/Paris;f;f;f;t;f;f;FRHZE;LMN;t;;f;8701414;f;;f;;f;;f;;f;;f;8701414;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;ラマノン;;;;Ламанон;;;拉芒翁;urn:trainline:public:nloc:csv4146
4147;Salon;salon;8775376;87753764;43.639061;5.088569;;FR;Europe/Paris;f;f;f;t;f;f;FRHZF;SON;t;;f;8700544;f;spg87b;t;;f;14548;t;;f;;f;;f;;f;;f;;;;f;;f;8700151;f;;f;FRHZF;f;;f;t;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4147
4149;St-Cyr—Les Lecques—La Cadière;st-cyr-les-lecques-la-cadiere;8775521;87755215;43.185509;5.703858;;FR;Europe/Paris;f;f;f;t;f;f;FRHZI;SAQ;t;;f;8704544;f;;f;;f;;f;;f;;f;8704544;f;;f;;f;;;;f;;f;8700481;f;;f;FRHZI;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4149
4150;Ollioules—Sanary-sur-Mer;ollioules-sanary-sur-mer;8775523;87755231;43.122586;5.824979;;FR;Europe/Paris;f;f;f;t;f;f;FRHZJ;OLL;t;;f;8704147;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;8700482;f;;f;FRHZJ;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4150
4151;Hazebrouck;hazebrouck;8728630;87286302;50.72501;2.54129;;FR;Europe/Paris;f;f;f;t;f;f;FRHZK;HZK;t;;f;8700076;f;;f;;f;;f;;f;;f;8700076;f;;f;;f;;;;f;;f;8700091;f;;f;FRHZK;f;;f;t;;;;;;;;Hazebroek;;;;アーズブルック;아즈브루크;;;Азбрук;;;阿兹布鲁克;urn:trainline:public:nloc:csv4151
4153;La Garde;la-garde;8775530;87755306;43.1187044;6.0100767;;FR;Europe/Paris;f;f;f;t;f;f;FRHZM;LGD;t;;f;8703577;f;;f;;f;;f;;f;;f;8703577;f;;f;8775530;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4153
4154;Solliès-Pont;sollies-pont;8775533;87755330;43.1907805;6.0464158;;FR;Europe/Paris;f;f;f;t;f;f;FRHZN;SIP;t;;f;8702040;f;;f;;f;;f;;f;;f;8702040;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Сольес-Пон;;;索利耶蓬;urn:trainline:public:nloc:csv4154
4155;Cuers—Pierrefeu;cuers-pierrefeu;8775535;87755355;43.2364281;6.0856855;;FR;Europe/Paris;f;f;f;t;f;f;FRHZO;CFU;t;;f;8700934;f;;f;;f;;f;;f;;f;8700934;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4155
4156;Puget-Ville;puget-ville;8775536;87755363;43.283085;6.1384483;;FR;Europe/Paris;f;f;f;t;f;f;FRHZP;PVI;t;;f;8701821;f;;f;;f;;f;;f;;f;8701821;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Пюже-Виль;;;皮热维尔;urn:trainline:public:nloc:csv4156
4157;Carnoules;carnoules;8775537;87755371;43.2974104;6.1862531;;FR;Europe/Paris;f;f;f;t;f;f;FRHZQ;CNS;t;;f;8700915;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;8700282;f;;f;FRHZQ;f;;f;f;;;;;;;;;;;;;;;;Карнуль;;;卡尔努莱;urn:trainline:public:nloc:csv4157
4158;Pignans;pignans;8775538;87755389;43.298475;6.2248459;;FR;Europe/Paris;f;f;f;t;f;f;FRHZR;PIG;t;;f;8701762;f;;f;;f;;f;;f;;f;8701762;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4158
4159;Gonfaron;gonfaron;8775539;87755397;43.3171516;6.2817644;;FR;Europe/Paris;f;f;f;t;f;f;FRHZS;GFR;t;;f;8701190;f;;f;;f;;f;;f;;f;8701190;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Гонфарон;;;贡法龙;urn:trainline:public:nloc:csv4159
4160;Le Luc-et-le-Cannet;le-luc-et-le-cannet;8775540;87755405;43.3902379;6.3430972;;FR;Europe/Paris;f;f;f;t;f;f;FRHZT;LEC;t;;f;8701364;f;;f;;f;16358;t;;f;;f;8701364;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4160
4161;Vidauban;vidauban;8775542;87755421;43.4309416;6.4338501;;FR;Europe/Paris;f;f;f;t;f;f;FRHZU;VUB;t;;f;8702162;f;;f;;f;;f;;f;;f;8702162;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Видобан;;;维多邦;urn:trainline:public:nloc:csv4161
4163;Villeneuve-Loubet Plage;villeneuve-loubet-plage;8775630;87756304;43.629928;7.134066;;FR;Europe/Paris;f;f;f;t;f;f;FRHZZ;VVP;t;;f;8702188;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4163
4165;Cros-de-Cagnes;cros-de-cagnes;8775633;87756338;43.660465;7.167111;;FR;Europe/Paris;f;f;f;t;f;f;FRIAB;CKG;t;;f;8700847;f;;f;;f;;f;;f;;f;8700847;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4165
4166;St-Laurent-du-Var;st-laurent-du-var;8775634;87756346;43.662451;7.194413;;FR;Europe/Paris;f;f;f;t;f;f;FRIAC;SNV;t;;f;8701995;f;;f;;f;;f;;f;;f;8701995;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;サン＝ローラン＝デュ＝ヴァール;생로랑뒤바르;;;Сен-Лоран-дю-Вар;;;聖羅蘭度瓦;urn:trainline:public:nloc:csv4166
