Verkaufsstellennr.;Name 1;Name 2;Name 3;Strasse;PLZ;Ort;Adresszusatz;Typ;Öffnungszeiten Montag 1;Öffnungszeiten Montag 2;Öffnungszeiten Montag 3;Öffnungszeiten Dienstag 1;Öffnungszeiten Dienstag 2;Öffnungszeiten Dienstag 3;Öffnungszeiten Mittwoch 1;Öffnungszeiten Mittwoch 2;Öffnungszeiten Mittwoch 3;Öffnungszeiten Donnerstag 1;Öffnungszeiten Donnerstag 2;Öffnungszeiten Donnerstag 3;Öffnungszeiten Freitag 1;Öffnungszeiten Freitag 2;Öffnungszeiten Freitag 3;Öffnungszeiten Samstag 1;Öffnungszeiten Samstag 2;Öffnungszeiten Samstag 3;Öffnungszeiten Sonntag 1;Öffnungszeiten Sonntag 2;Öffnungszeiten Sonntag 3;Koord_Lat;Koord_Lon
647388;Reisezentrum Leutkirch (Allgäu);Video-Reisezentrum;;Bahnhof 2;88299;Leutkirch;;Reisezentrum;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;07:30-14:15; ; ;08:00-13:45; ;;47826208;10016464
503177;Reisezentrum Lörrach;;;Bahnhofstr. 1;79539;Lörrach;;Reisezentrum;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-14:00;;;;;;47612588;7664086
501700;Reisezentrum Ludwigsburg;;;Bahnhofstr. 12;71638;Ludwigsburg;;Reisezentrum;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;08:30-15:00;;;10:00-15:00;;;48892526;9185851
501890;Reisezentrum Mannheim Hbf;;;Willy-Brandt-Platz 17;68161;Mannheim;;Reisezentrum;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;08:00-20:30;;;08:00-20:30;;;49480241;8469402
503391;Reisezentrum Marbach (Neckar);;;Bahnhof 1;71672;Marbach (Neckar);;Reisezentrum;07:45-13:00;14:00-18:00;;09:00-13:00;14:00-18:00;;09:00-13:00;14:00-18:00;;09:00-13:00;14:00-18:00;;09:00-13:00;14:00-18:00;;;;;;;;48943540;9265217
503185;Reisezentrum Müllheim (Baden);;;Bahnhofstr. 1;79379;Müllheim;;Reisezentrum;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;08:30-13:00;;;;;;47809641;7600100
501676;Reisezentrum Neckarsulm;;;Bahnhofplatz 1;74172;Neckarsulm;;Reisezentrum;08:30-13:00;14:10-17:00;;08:30-13:00;14:10-17:00;;08:30-13:00;14:10-17:00;;08:30-13:00;14:10-17:00;;08:30-13:00;14:10-17:00;;;;;;;;49188595;9220109
501833;Reisezentrum Nürtingen;;;Bahnhofstr. 8;72622;Nürtingen;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;08:45-13:45;;;;;;48627030;9341931
647198;Reisezentrum Oberkirch;Video-Reisezentrum;;Eisenbahnstr. 4;77704;Oberkirch;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48529120;8077670
502732;Reisezentrum Offenburg;;;Hauptstr. 1;77652;Offenburg;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:00-18:00;;;09:00-20:00;;;48476191;7945439
502880;Reisezentrum Pforzheim Hbf;;;Bahnhofplatz 1;75175;Pforzheim;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-17:00;;;09:00-18:00;;;48893309;8702277
501841;Reisezentrum Plochingen;;;Im Bahnhofsgebäude 1;73207;Plochingen;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;08:25-14:00;;;;;;48713542;9411876
507830;Reisezentrum Radolfzell;;;Bahnhofplatz 2;78315;Radolfzell;;Reisezentrum;06:45-18:45;;;06:45-18:45;;;06:45-18:45;;;06:45-18:45;;;06:45-18:45;;;07:45-15:30;;;;;;47736229;8968861
502815;Reisezentrum Rastatt;;;Bahnhofstr. 56;76437;Rastatt;;Reisezentrum;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;09:00-14:00;;;09:30-13:30;14:00-17:00;;48861127;8214783
502971;Reisezentrum Ravensburg;Mobilitätszentrale bodo;;Bahnhofplatz 5;88214;Ravensburg;;Reisezentrum;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;08:30-14:00;;;11:30-16:30;;;47784273;9606690
502989;Reisezentrum Reutlingen Hbf;;;Bahnhofstr. 3;72764;Reutlingen;;Reisezentrum;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;08:30-14:05;;;;;;48495590;9209439
503201;Reisezentrum Rheinfelden (Baden);;;Bahnhofplatz 4;79618;Rheinfelden;;Reisezentrum;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-12:30;;;;;;47556720;7784649
647883;Reisezentrum Riedlingen;Video-Reisezentrum;;Bahnhof 1;88499;Riedlingen;;Reisezentrum;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;07:30-14:15; ; ;08:00-13:45; ;;48150021;9485031
503219;Reisezentrum Rottweil;;;Bahnhof 1;78628;Rottweil;;Reisezentrum;08:30-13:15;14:15-18:10;;08:30-13:15;14:15-18:10;;08:30-13:15;14:15-18:10;;08:30-13:15;14:15-18:10;;08:30-13:15;14:15-18:10;;08:30-13:15;;;;;;48165096;8639364
647396;Reisezentrum Salem;Video-Reisezentrum;;Bahnhofstr. 128;88682;Salem;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;47757976;9297052
645275;Reisezentrum Sankt Georgen (Schwarzwald);Video-Reisezentrum;;Bahnhofstr. 1;78112;St. Georgen;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48124749;8341279
503235;Reisezentrum Schopfheim;;;Bahnhofstr. 9;79650;Schopfheim;;Reisezentrum;08:40-13:00;14:00-18:00;;08:40-13:00;14:00-18:00;;08:40-13:00;14:00-16:00;;08:40-13:00;14:00-18:00;;08:40-13:00;14:00-18:00;;09:00-13:00;;;;;;47647907;7821523
503441;Reisezentrum Schorndorf;;;Rosenstr. 2;73614;Schorndorf;;Reisezentrum;06:10-18:00;;;07:10-18:00;;;07:10-18:00;;;07:10-18:00;;;07:10-18:00;;;08:00-13:00;;;;;;48807000;9526640
503417;Reisezentrum Schwäbisch Hall-Hessental;;;Karl-Kurz-Str. 1;74523;Schwäbisch Hall;;Reisezentrum;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-13:15;;;;;;49096700;9766240
502823;Reisezentrum Schwetzingen;;;Bahnhofsanlage 1;68723;Schwetzingen;;Reisezentrum;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;;;;;;;49384686;8577812
509893;Reisezentrum Sigmaringen;;;Bahnhofstraße 7;72488;Sigmaringen;;Reisezentrum;08:50-12:30;13:45-17:30;;08:50-12:30;13:45-17:30;;08:50-12:30;13:45-17:30;;08:50-12:30;13:45-17:30;;08:50-12:30;13:45-17:30;;;;;;;;48085834;9223939
502997;Reisezentrum Singen (Hohentwiel);;;Bahnhofstr. 2;78224;Singen;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-16:00;;;09:30-18:30;;;47758951;8840090
502765;Reisezentrum Sinsheim (Elsenz);;;Friedrichstr. 25;74889;Sinsheim;;Reisezentrum;08:30-12:30;13:45-17:10;;08:30-12:30;13:45-17:10;;08:30-12:30;13:45-17:10;;08:30-12:30;13:45-17:10;;08:30-12:30;13:45-17:10;;;;;;;;49250521;8875716
501858;Reisezentrum Stuttgart Hbf;;;Arnulf-Klett-Platz 2;70173;Stuttgart;;Reisezentrum;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;07:00-22:00;;;07:00-22:00;;;48783433;9181240
501866;Reisezentrum Stuttgart-Bad Cannstatt;;;Bahnhofstr. 30;70372;Stuttgart;;Reisezentrum;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;08:30-14:00;;;;;;48801915;9218321
501874;Reisezentrum Stuttgart-Universität;am S-Bahn-Aufgang;;Pfaffenwaldring;70569;Stuttgart;;Reisezentrum;08:00-11:20;11:50-16:00;;08:00-11:20;11:50-16:00;;08:00-11:20;11:50-16:00;;08:00-11:20;11:50-16:00;;08:00-11:20;11:50-16:00;;;;;;;;48744633;9103086
501882;Reisezentrum Stuttgart-Vaihingen;;;Vollmöllerstr. 1;70563;Stuttgart;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48726554;9112658
501726;Reisezentrum Stuttgart-Zuffenhausen;;;Bahnhof 2;70435;Stuttgart;;Reisezentrum;07:00-12:00;13:00-18:00;;07:25-12:00;13:00-18:00;;07:25-12:00;13:00-18:00;;07:25-12:00;13:00-18:00;;07:25-12:00;13:00-18:00;;;;;;;;48829511;9166681
645259;Reisezentrum Triberg;Video-Reisezentrum;;Bahnhofstr. 1;78098;Triberg;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48139788;8237543
503011;Reisezentrum Tübingen Hbf;;;Europaplatz 17;72072;Tübingen;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-17:00;;;09:00-18:00;;;48516094;9054852
503003;Reisezentrum Tuttlingen;;;Bahnhofplatz 1;78532;Tuttlingen;;Reisezentrum;08:00-12:00;13:00-16:30; ;08:00-12:00;13:00-16:30; ;08:00-12:00;13:00-16:30; ;08:00-12:00;13:00-16:30; ;08:00-12:00;13:00-16:30; ;; ; ;; ; ;47980486;8799567
503029;Reisezentrum Überlingen;;;Wiestorstraße 8;88662;Überlingen;;Reisezentrum;08:00-12:00;13:00-18:00; ;08:00-12:00;13:00-18:00; ;08:00-12:00;13:00-18:00; ;08:00-12:00;13:00-18:00; ;08:00-12:00;13:00-18:00;;;;;;;;47769198;9162767
501734;Reisezentrum Ulm Hbf;;;Bahnhofplatz 1;89073;Ulm;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:00-20:00;;;09:00-19:00;;;48398965;9983878
503268;Reisezentrum Villingen (Schwarzwald);;;Bahnhofstr. 5;78048;Villingen-Schwenningen;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:15-13:00;13:45-16:00;;09:15-13:00;13:45-18:00;;48057833;8464566
502849;Reisezentrum Waghäusel;;;Weinbrennerstr. 9;68753;Waghäusel;;Reisezentrum;09:00-12:30;13:15-17:00;;09:00-12:30;13:15-17:00;;09:00-12:30;13:15-17:00;;09:00-12:30;13:15-17:00;;09:00-12:30;13:15-17:00;;;;;;;;49247546;8508308
503466;Reisezentrum Waiblingen;;;Bahnhof 1;71332;Waiblingen;;Reisezentrum;07:00-18:15;;;07:00-18:15;;;07:00-18:15;;;07:00-18:15;;;07:00-18:15;;;08:45-13:00;;;;;;48826421;9301038
503276;Reisezentrum Waldshut;;;Eisenbahnstr. 6;79761;Waldshut-Tiengen;;Reisezentrum;08:30-12:30;13:30-18:00;;08:30-12:30;13:30-18:00;;08:30-12:30;13:30-18:00;;08:30-12:30;13:30-18:00;;08:30-12:30;13:30-18:00;;08:30-13:00;;;;;;47619357;8220365
503037;Reisezentrum Wangen (Allgäu);;;Bahnhofstr. 39;88239;Wangen;;Reisezentrum;09:00-12:45;13:45-17:25;;09:00-12:45;13:45-17:25;;09:00-12:45;13:45-17:25;;09:00-12:45;13:45-17:25;;09:00-12:45;13:45-17:25;;;;;;;;47689509;9831789
503284;Reisezentrum Weil am Rhein;;;Rathausplatz 3;79576;Weil am Rhein;;Reisezentrum;09:00-13:00;14:30-18:00;;09:00-13:00;14:30-18:00;;09:00-13:00;14:30-18:00;;09:00-13:00;14:30-18:00;;09:00-13:00;14:30-18:00;;;;;;;;47593163;7610789
502856;Reisezentrum Weinheim (Bergstr);;;Am Hauptbahnhof 1;69469;Weinheim;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;09:00-13:30;;;;;;49553600;8666030
502864;Reisezentrum Wiesloch-Walldorf;;;Staatsbahnhofstr. 14;69168;Wiesloch;;Reisezentrum;08:00-12:30;13:30-16:30;;08:00-12:30;13:30-16:30;;08:00-12:30;13:30-16:30;;08:00-12:30;13:30-16:30;;08:00-12:30;13:30-16:30;;;;;;;;49291400;8664380
503474;Reisezentrum Winnenden;;;Bahnhofstr. 4;71364;Winnenden;;Reisezentrum;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;;;;;;;48878566;9392361
507806;Reisezentrum Wertheim;Westfrankenbahn;;Bahnhofstraße 8;97877;Wertheim;;Reisezentrum;08:30-12:00;13:00-17:00; ;08:30-12:00;13:00-17:00; ;08:30-12:00;13:00-17:00; ;08:30-12:00;13:00-17:00; ;08:30-12:00;13:00-17:00; ;; ; ;; ; ;49761963;9512812
509851;Reisezentrum Bad Mergentheim;Westfrankenbahn;;Bahnhofsplatz 9;97980;Bad Mergentheim;;Reisezentrum;08:00-18:00; ; ;08:00-18:00; ; ;08:00-18:00; ; ;08:00-18:00; ; ;08:00-18:00; ; ;08:00-12:30; ; ;; ; ;49493510;9771711
509869;Reisezentrum Lauda-Königshofen;Westfrankenbahn;;Bahnhofstr. 23;97922;Lauda-Königshofen;;Reisezentrum;08:30-12:00;13:00-17:00; ;08:30-12:00;13:00-17:00; ;08:30-12:00;13:00-17:00; ;08:30-12:00;13:00-17:00; ;08:30-12:00;13:00-17:00; ;; ; ;; ; ;49565250;9709298
504639;Reisezentrum Andernach;;;Kurfürstendamm 1;56626;Andernach;;Reisezentrum;06:00-15:00;15:45-20:00;;07:00-12:45;13:45-17:00;;06:00-15:00;15:45-19:30;;07:00-12:45;13:45-17:00;;07:00-12:45;13:45-17:00;;09:30-15:00;;;09:30-15:00;;;50435183;7402437
305086;Reisezentrum Bad Dürkheim;;;Mannheimer Straße 14 / Im Bahnhof;67098;Bad Dürkheim;;Reisezentrum;07:00-12:30;13:00-17:00;;08:00-12:30;13:00-17:00;;08:00-12:30;13:00-18:00;;08:00-12:30;13:00-18:00;;08:00-12:30;13:00-17:00;;07:30-12:30;13:00-15:00;;10:00-15:00;;;49460834;8170365
504399;Reisezentrum Bad Hersfeld;;;Bahnhofstr. 20;36251;Bad Hersfeld;;Reisezentrum;08:00-16:30;;;08:00-12:00;12:45-16:30;;08:00-12:00;12:45-16:30;;08:00-12:00;12:45-16:30;;08:00-13:30;;;;;;;;;50870468;9714579
504324;Reisezentrum Bad Homburg;;;Am Bahnhof;61352;Bad Homburg;;Reisezentrum;09:50-13:30;14:15-18:00;;09:50-13:30;14:15-18:00;;09:50-13:30;14:15-18:00;;09:50-13:30;14:15-18:00;;09:50-13:30;14:15-18:00;;;;;;;;50221042;8621554
504472;Reisezentrum Bad Kreuznach;;;Europaplatz 1;55543;Bad Kreuznach;;Reisezentrum;06:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:00-13:00;14:00-16:30;;08:00-13:00;14:00-16:30;;49842857;7864123
504571;Reisezentrum Bad Nauheim;;;Bahnhofsallee;61231;Bad Nauheim;;Reisezentrum;07:00-12:00;15:00-19:00;;07:00-12:00;15:00-19:00;;07:00-12:00;15:00-19:00;;07:00-12:00;15:00-19:00;;07:00-12:00;15:00-19:00;;09:00-14:00;;;;;;50367566;8746108
504175;Reisezentrum Bad Neuenahr;;;Hauptstraße 58;53474;Bad Neuenahr;;Reisezentrum;07:00-12:45;13:45-17:00;;06:00-15:00;15:45-20:00;;07:00-12:45;13:45-17:00;;06:00-15:00;15:45-19:30;;07:00-12:45;13:45-17:00;;09:30-15:00;;;09:30-15:00;;;50547243;7144123
505446;Reisezentrum Bad Wildungen;;;Bahnhofsplatz 1;34537;Bad Wildungen;;Reisezentrum;08:40-11:45;12:45-17:10;;08:40-11:45;12:45-17:10;;08:40-11:45;12:45-17:10;;08:40-11:45;12:45-17:10;;08:40-11:45;12:45-17:10;;;;;;;;51121006;9133993
504514;Reisezentrum Bensheim;;;Amershamplatz;64625;Bensheim;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;10:00-15:15;;;10:00-15:15;;;49681105;8617652
504258;Reisezentrum Betzdorf (Sieg);;;Bahnhofstraße;57518;Betzdorf (Sieg);;Reisezentrum;06:00-10:30;11:30-15:30;;08:00-12:30;13:30-17:30;;8:00-12:30;13:30-17:30;;09:30-12:30;13:30-19:00;;8:00-12:30;13:30-17:30;;8:30-12:30;;;;;;50789300;7871120
504456;Reisezentrum Bingen (Rhein) Hbf;;;Hauptbahnhof ;55411;Bingen (Rhein);;Reisezentrum;07:00-12:30;13:30-17:00;;07:00-12:30;13:30-17:00;;07:00-12:30;13:30-17:00;;06:00-15:00;15:30-20:00;;07:00-12:30;13:30-17:00;;09:45-15:00;;;09:45-15:00;;;49969129;7902956
504613;Reisezentrum Cochem (Mosel);;;Bahnhofsplatz 1;56812;Cochem(Mosel);;Reisezentrum;06:00-11:00;12:00-16:00;;08:00-13:00;14:00-16:00;;08:00-13:00;14:00-16:00;;09:00-13:00;14:00-19:00;;08:00-13:00;14:00-16:00;;08:00-12:00;;;;;;50152931;7167486
503722;Reisezentrum Darmstadt Hbf;;;Am Hauptbahnhof 20;64293;Darmstadt;;Reisezentrum;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;09:00-16:00;;;geschlossen;;;49872297;8631253
510446;Reisezentrum Dillingen (Saar);;;Berckheimstraße 1;66763;Dillingen (Saar);;Reisezentrum;06:00-10:30;11:30-16:00;;09:30-13:30;14:30-19:00;;08:30-12:30;13:30-16:00;;08:30-12:30;13:30-16:00;;08:30-12:30;13:30-16:00;;08:00-12:00;;;;;;49351003;6724614
503623;Reisezentrum Frankenthal;;;Eisenbahnstraße 3;67227;Frankenthal;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:30-11:30;12:00-16:00;;09:30-15:00;;;49536109;8350421
508366;Reisezentrum Frankfurt (M) Flughafen Fernbahnhof;;;The Squaire, Am Flughafen;60549;Frankfurt am Main;;Reisezentrum;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;50052978;8569572
503557;Reisezentrum Frankfurt (M) Flughafen Regiobahnhof;;;Hugo-Eckener-Ring 1, T1 E0;60549;Frankfurt am Main;;Reisezentrum;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;50051610;8581300
503656;Reisezentrum Frankfurt (Main) Hbf;;;Im Hauptbahnhof ;60329;Frankfurt am Main;;Reisezentrum;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;07:00-20:00;;;08:00-21:00;;;50107652;8664450
503672;Reisezentrum Frankfurt (Main) Süd;;;Diesterwegplatz;60594;Frankfurt am Main;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;09:00-14:00;;;;;;50100101;8685305
503664;Reisezentrum Frankfurt-Galluswarte;;;Mainzer Landstraße 232;60327;Frankfurt am Main;;Reisezentrum;07:00-11:30;14:30-19:00;;07:00-11:30;14:30-19:00;;07:00-11:30;14:30-19:00;;07:00-11:30;14:30-19:00;;07:00-11:30;14:30-19:00;;09:00-14:00;;;;;;50103613;8644998
503565;Reisezentrum Frankfurt-Höchst;;;Bahnhof Höchst 1;65929;Frankfurt-Höchst;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;09:00-14:00;;;;;;50102025;8543761
506402;Reisezentrum Frankfurt-Rödelheim;;;Baruch-Baschwitz-Platz 1;60489;Frankfurt am Main;;Reisezentrum;06:30-11:30;15:00-19:00;;06:30-11:30;15:00-19:00;;06:30-11:30;15:00-19:00;;06:30-11:30;15:00-19:00;;06:30-11:30;15:00-19:00;;09:00-14:00;;;;;;50124588;8607728
504589;Reisezentrum Friedberg (Hess);;;Hanauerstr. 44;61169;Friedberg;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;09:00-14:00;;;;;;50332796;8760023
504381;Reisezentrum Fulda;;;Am Bahnhof 3;36037;Fulda;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;09:00-14:30;;;;;;50554484;9683921
505503;Reisezentrum Gerolstein;;;Bahnhofstraße;54568;Gerolstein;;Reisezentrum;06:00-15:00;15:30-20:00;;07:00-12:30;13:30-17:00;;07:00-12:30;13:30-17:00;;07:00-12:30;13:30-17:00;;07:00-12:30;13:30-17:00;;07:00-12:30;13:30-15:00;;10:00-15:00;;;50223334;6661087
504605;Reisezentrum Gießen;;;Bahnhofstrasse 102;35390;Gießen;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;09:00-14:00;;;;;;50580044;8663246
509968;Reisezentrum Grünstadt;;;Friedrich-Ebert-Str. 2;67269;Grünstadt;;Reisezentrum;08:00-12:30;13:30-17:00;;08:00-12:30;13:30-17:00;;08:00-12:30;13:30-17:00;;08:00-12:30;13:30-17:00;;08:00-12:30;13:30-17:00;;10:00-15:30;;;;;;49562925;8167477
504373;Reisezentrum Hanau Hbf;;;Am Hauptbahnhof 14a;63450;Hanau;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;09:30-14:30;;;;;;50121864;8929893
504712;Reisezentrum Homburg (Saar) Hbf;;;Bahnhofsplatz 5;66424;Homburg;;Reisezentrum;06:00-18:00;;;08:30-18:00;;;08:30-18:00;;;08:30-20:00;;;08:30-18:00;;;08:30-14:00;;;10:00-15:00;;;49327335;7337831
504423;Reisezentrum Idar-Oberstein;;;Bahnhofstraße 20;55743;Idar-Oberstein;;Reisezentrum;07:00-11:00;12:00-17:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-18:00;;10:00-13:30;14:30-20:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-17:30;;09:00-13:30;14:00-16:00;;49699920;7321776
504431;Reisezentrum Ingelheim;;;Bahnhofstraße;55218;Ingelheim;;Reisezentrum;06:00-15:00;15:30-20:00;;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;09:45-15:00;;;09:45-15:00;;;49976024;8053424
503631;Reisezentrum Kaiserslautern;;;Bahnhofstr. 1;67655;Kaiserslautern;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-18:00;;;08:00-18:00;;;49436473;7768945
504555;Reisezentrum Kassel Hbf;;;Rainer-Dierichs-Platz 1;34117;Kassel;;Reisezentrum;08:00-17:00;;;08:00-12:00;12:45-17:00;;08:00-12:00;12:45-17:00;;08:00-12:00;12:45-17:00;;08:00-17:00;;;;;;;;;51318796;9490181
503649;Reisezentrum Kassel-Wilhelmshöhe;;;Willy Brandt Platz 1;34131;Kassel;;Reisezentrum;07:00-19:30;;;07:00-19:30;;;07:00-19:30;;;07:00-19:30;;;07:00-19:30;;;09:15-17:45;;;09:15-17:45;;;51313169;9447078
504654;Reisezentrum Koblenz Hbf;;;Bahnhofplatz 2;56068;Koblenz;;Reisezentrum;06:00-20:00;;;06:00-20:00;;;07:00-19:00;;;07:00-19:00;;;07:00-20:00;;;08:00-17:00;;;09:00-17:30;;;50350811;7589610
505453;Reisezentrum Korbach;;;Arolser Landstr. 21C;34497;Korbach;;Reisezentrum;07:45-12:15;13:00-17:45;;07:45-12:15;13:00-17:45;;07:45-12:15;13:00-17:45;;07:45-12:15;13:00-17:45;;07:45-12:15;13:00-17:45;;;;;;;;51278282;8873018
504316;Reisezentrum Kronberg (Taunus);;;Bahnhofstraße 36;61476;Kronberg;;Reisezentrum;07:00-10:00;15:00-19:00;;07:00-10:00;15:00-19:00;;07:00-10:00;15:00-19:00;;07:00-10:00;15:00-19:00;;07:00-10:00;15:00-19:00;;09:00-14:00;;;;;;50179233;8518771
504498;Reisezentrum Landau (Pfalz) Hbf;;;Maximilianstraße 11;76829;Landau(Pfalz);;Reisezentrum;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-15:30;;;10:00-15:30;;;49197971;8125169
504274;Reisezentrum Limburg (Stadt);;;Bahnhofsplatz 1;65549;Limburg;;Reisezentrum;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;09:00-14:00;;;;;;50384988;8062137
503615;Reisezentrum Ludwigshafen (Rhein) Mitte;;;Yorckstr. 2;67061;Ludwigshafen;;Reisezentrum;08:00-19:00;;;08:00-19:00;;;08:00-19:00;;;08:00-19:00;;;08:00-19:00;;;08:00-17:30;;;09:00-14:30;;;49478048;8454723
503573;Reisezentrum Mainz Hbf;;;Bahnhofplatz 1;55116;Mainz;;Reisezentrum;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;07:00-19:00;;;08:00-20:00;;;50002020;8258911
504266;Reisezentrum Marburg (Lahn);;;Bahnhofsstr. 33;35037;Marburg;;Reisezentrum;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;09:00-14:00;;;;;;50819283;8773984
504696;Reisezentrum Merzig (Saar);;;Bahnhofstraße 58;66663;Merzig(Saar);;Reisezentrum;06:00-10:30;11:30-16:00;;08:30-12:30;13:30-16:00;;09:30-12:30;13:30-19:00;;08:30-12:30;13:30-16:00;;08:30-12:30;13:30-16:00;;08:00-12:00;;;;;;49436670;6634875
